Code_commune;Code_departement;Code_postal;Commune;Total_population
15;94;94360;BRY-SUR-MARNE;17723
16;94;94230;CACHAN;30714
17;94;94500;CHAMPIGNY-SUR-MARNE;77334
18;94;94220;CHARENTON-LE-PONT;30086
21;94;94550;CHEVILLY-LARUE;20057
22;94;94600;CHOISY-LE-ROI;46359
33;94;94120;FONTENAY-SOUS-BOIS;52427
37;94;94250;GENTILLY;18921
41;94;94200;IVRY-SUR-SEINE;63998
42;94;94340;JOINVILLE-LE-PONT;19807
46;94;94700;MAISONS-ALFORT;56774
47;94;94520;MANDRES-LES-ROSES;4825
52;94;94130;NOGENT-SUR-MARNE;34278
53;94;94880;NOISEAU;4649
54;94;94310;ORLY;24805
55;94;94490;ORMESSON-SUR-MARNE;10510
58;94;94170;LE PERREUX-SUR-MARNE;33891
60;94;94510;LA QUEUE-EN-BRIE;12184
65;94;94150;RUNGIS;5724
70;94;94440;SANTENY;4075
71;94;94370;SUCY-EN-BRIE;27415
73;94;94320;THIAIS;30910
74;94;94460;VALENTON;14934
75;94;94440;VILLECRESNES;11844
76;94;94800;VILLEJUIF;55451
77;94;94290;VILLENEUVE-LE-ROI;21775
78;94;94190;VILLENEUVE-SAINT-GEORGES;34992
79;94;94350;VILLIERS-SUR-MARNE;29014
80;94;94300;VINCENNES;50230
81;94;94400;VITRY-SUR-SEINE;95969
18;95;95100;ARGENTEUIL;111595
19;95;95400;ARNOUVILLE;14335
39;95;95430;AUVERS-SUR-OISE;6915
42;95;95560;BAILLET-EN-FRANCE;1914
51;95;95250;BEAUCHAMP;8781
52;95;95260;BEAUMONT-SUR-OISE;9607
56;95;95270;BELLOY-EN-FRANCE;2212
60;95;95550;BESSANCOURT;7939
63;95;95870;BEZONS;31795
78;95;95650;BOISSY-L'AILLERIE;1875
88;95;95500;BONNEUIL-EN-FRANCE;1131
127;95;95800;CERGY;66429
142;95;95750;CHARS;2063
149;95;95270;CHAUMONTEL;3295
176;95;95240;CORMEILLES-EN-PARISIS;25620
177;95;95830;CORMEILLES-EN-VEXIN;1347
183;95;95800;COURDIMANCHE;6820
199;95;95330;DOMONT;15698
203;95;95600;EAUBONNE;25653
205;95;95440;ECOUEN;7169
219;95;95120;ERMONT;29183
229;95;95460;EZANVILLE;9712
241;95;95190;FONTENAY-EN-PARISIS;2023
250;95;95470;FOSSES;9852
257;95;95530;LA FRETTE-SUR-SEINE;4742
270;95;95420;GENAINVILLE;560
277;95;95500;GONESSE;26228
288;95;95410;GROSLAY;8561
306;95;95220;HERBLAY-SUR-SEINE;31545
313;95;95290;L'ISLE-ADAM;12279
323;95;95280;JOUY-LE-MOUTIER;16873
328;95;95690;LABBEVILLE;650
351;95;95380;LOUVRES;11120
352;95;95270;LUZARCHES;4812
353;95;95560;MAFFLIERS;1851
355;95;95420;MAGNY-EN-VEXIN;5904
369;95;95580;MARGENCY;2896
370;95;95640;MARINES;3498
388;95;95180;MENUCOURT;5955
409;95;95570;MOISSELLES;1290
426;95;95680;MONTLIGNON;3012
427;95;95360;MONTMAGNY;14588
428;95;95160;MONTMORENCY;21975
430;95;95560;MONTSOULT;3668
476;95;95520;OSNY;17685
480;95;95620;PARMAIN;5701
487;95;95340;PERSAN;13788
488;95;95480;PIERRELAYE;9462
500;95;95300;PONTOISE;32891
509;95;95380;PUISEUX-EN-FRANCE;3595
523;95;95780;LA ROCHE-GUYON;516
527;95;95700;ROISSY-EN-FRANCE;2859
580;95;95470;SAINT-WITZ;2483
582;95;95110;SANNOIS;26901
585;95;95200;SARCELLES;59448
594;95;95270;SEUGY;1039
604;95;95470;SURVILLIERS;4238
607;95;95150;TAVERNY;27062
612;95;95500;LE THILLAY;4588
628;95;95760;VALMONDOIS;1238
652;95;95270;VIARMES;5267
675;95;95380;VILLERON;1520
678;95;95840;VILLIERS-ADAM;872
680;95;95400;VILLIERS-LE-BEL;28540
207;972;97224;DUCOS;17942
213;972;97232;LE LAMENTIN;40685
302;973;97300;CAYENNE;65878
304;973;97310;KOUROU;25148
307;973;97351;MATOURY;33696
408;974;97419;LA POSSESSION;33405
413;974;97424;SAINT-LEU;35062
